,year,state,race,sex,age,state_fips,population
36011,2004,IN,2,1,2,9432,79070
36012,2004,IN,2,1,3,9396,67741
36013,2004,IN,2,1,4,8802,39666
36014,2004,IN,2,1,5,10008,19934
36015,2004,IN,2,2,1,15534,121336
36016,2004,IN,2,2,2,9162,82429
36017,2004,IN,2,2,3,8982,74268
36018,2004,IN,2,2,4,8496,46646
36019,2004,IN,2,2,5,11268,30052
36020,2004,KS,1,1,1,10500,355712
36021,2004,KS,1,1,2,6300,246313
36022,2004,KS,1,1,3,6300,267080
36023,2004,KS,1,1,4,6300,204445
36024,2004,KS,1,1,5,10500,141635
36025,2004,KS,1,2,1,10500,336193
36026,2004,KS,1,2,2,6300,236986
36027,2004,KS,1,2,3,6300,267351
36028,2004,KS,1,2,4,6300,208287
36029,2004,KS,1,2,5,10500,196976
36030,2004,KS,2,1,1,16440,51019
36031,2004,KS,2,1,2,9460,34974
36032,2004,KS,2,1,3,9900,28297
36033,2004,KS,2,1,4,7960,15451
36034,2004,KS,2,1,5,9060,7051
36035,2004,KS,2,2,1,16420,48384
36036,2004,KS,2,2,2,8960,32814
36037,2004,KS,2,2,3,9160,28297
36038,2004,KS,2,2,4,8160,17024
36039,2004,KS,2,2,5,10060,10084
36040,2004,KY,1,1,1,12600,505609
36041,2004,KY,1,1,2,7560,384733
36042,2004,KY,1,1,3,7560,421258
36043,2004,KY,1,1,4,7560,330447
36044,2004,KY,1,1,5,12600,203547
36045,2004,KY,1,2,1,12600,478745
36046,2004,KY,1,2,2,7560,377928
36047,2004,KY,1,2,3,7560,428007
36048,2004,KY,1,2,4,7560,346490
36049,2004,KY,1,2,5,12600,286247
36050,2004,KY,2,1,1,21924,66248
36051,2004,KY,2,1,2,13713,46774
36052,2004,KY,2,1,3,14028,41087
36053,2004,KY,2,1,4,12453,23187
36054,2004,KY,2,1,5,14322,11160
36055,2004,KY,2,2,1,21420,62858
36056,2004,KY,2,2,2,13020,44999
36057,2004,KY,2,2,3,13440,42462
36058,2004,KY,2,2,4,12516,26500
36059,2004,KY,2,2,5,16128,17815
36060,2004,LA,1,1,1,7040,387271
36061,2004,LA,1,1,2,4224,302347
36062,2004,LA,1,1,3,4224,330204
36063,2004,LA,1,1,4,4224,260152
36064,2004,LA,1,1,5,7040,168189
36065,2004,LA,1,2,1,7040,369259
36066,2004,LA,1,2,2,4224,293959
36067,2004,LA,1,2,3,4224,327421
36068,2004,LA,1,2,4,4224,269168
36069,2004,LA,1,2,5,7040,232930
36070,2004,LA,2,1,1,13486,288956
36071,2004,LA,2,1,2,8272,170501
36072,2004,LA,2,1,3,8360,154276
36073,2004,LA,2,1,4,8096,101704
36074,2004,LA,2,1,5,11836,49885
36075,2004,LA,2,2,1,13640,280541
36076,2004,LA,2,2,2,8360,188113
36077,2004,LA,2,2,3,8382,178703
36078,2004,LA,2,2,4,8184,120414
36079,2004,LA,2,2,5,12254,78245
36080,2004,MA,1,1,1,1750,716972
36081,2004,MA,1,1,2,1050,527001
36082,2004,MA,1,1,3,1050,654186
36083,2004,MA,1,1,4,1050,482334
36084,2004,MA,1,1,5,1750,323732
36085,2004,MA,1,2,1,1750,685273
36086,2004,MA,1,2,2,1050,534678
36087,2004,MA,1,2,3,1050,680100
36088,2004,MA,1,2,4,1050,519038
36089,2004,MA,1,2,5,1750,476788
36090,2004,MA,2,1,1,3500,134526
36091,2004,MA,2,1,2,2100,106416
36092,2004,MA,2,1,3,2100,87128
36093,2004,MA,2,1,4,2100,44612
36094,2004,MA,2,1,5,3375,20740
36095,2004,MA,2,2,1,3475,131729
36096,2004,MA,2,2,2,2100,113423
36097,2004,MA,2,2,3,2100,93126
36098,2004,MA,2,2,4,2050,50833
36099,2004,MA,2,2,5,3500,29646
36100,2004,MD,1,1,1,2880,471821
36101,2004,MD,1,1,2,1728,330817
36102,2004,MD,1,1,3,1728,426922
36103,2004,MD,1,1,4,1728,327154
36104,2004,MD,1,1,5,2880,201815
36105,2004,MD,1,2,1,2880,447210
36106,2004,MD,1,2,2,1728,323814
36107,2004,MD,1,2,3,1728,435386
36108,2004,MD,1,2,4,1728,340854
36109,2004,MD,1,2,5,2880,279996
36110,2004,MD,2,1,1,5688,311316
36111,2004,MD,2,1,2,3456,200057
36112,2004,MD,2,1,3,3456,217589
36113,2004,MD,2,1,4,3456,130117
36114,2004,MD,2,1,5,5400,59284
36115,2004,MD,2,2,1,5736,302925
36116,2004,MD,2,2,2,3456,227880
36117,2004,MD,2,2,3,3456,258986
36118,2004,MD,2,2,4,3456,163582
36119,2004,MD,2,2,5,5496,89410
36120,2004,ME,1,1,1,1840,163259
36121,2004,ME,1,1,2,1104,108071
36122,2004,ME,1,1,3,1104,148984
36123,2004,ME,1,1,4,1104,123780
36124,2004,ME,1,1,5,1840,79857
36125,2004,ME,1,2,1,1840,154170
36126,2004,ME,1,2,2,1104,109447
36127,2004,ME,1,2,3,1104,155163
36128,2004,ME,1,2,4,1104,126921
36129,2004,ME,1,2,5,1840,108430
36130,2004,ME,2,1,1,3680,7276
36131,2004,ME,2,1,2,2208,4415
36132,2004,ME,2,1,3,2185,3676
36133,2004,ME,2,1,4,2070,1853
36134,2004,ME,2,1,5,2737,655
36135,2004,ME,2,2,1,3634,7127
36136,2004,ME,2,2,2,2139,4244
36137,2004,ME,2,2,3,2139,3586
36138,2004,ME,2,2,4,2116,1911
36139,2004,ME,2,2,5,2760,863
36140,2004,MI,1,1,1,10790,1137129
36141,2004,MI,1,1,2,6474,786793
36142,2004,MI,1,1,3,6474,952414
36143,2004,MI,1,1,4,6474,729914
36144,2004,MI,1,1,5,10790,465481
36145,2004,MI,1,2,1,10790,1076970
36146,2004,MI,1,2,2,6474,761796
36147,2004,MI,1,2,3,6474,947611
36148,2004,MI,1,2,4,6474,746292
36149,2004,MI,1,2,5,10790,641888
36150,2004,MI,2,1,1,20644,321734
36151,2004,MI,2,1,2,12402,196602
36152,2004,MI,2,1,3,12428,178822
36153,2004,MI,2,1,4,11830,112926
36154,2004,MI,2,1,5,15236,55571
36155,2004,MI,2,2,1,20540,311347
36156,2004,MI,2,2,2,12038,212935
36157,2004,MI,2,2,3,11856,200836
36158,2004,MI,2,2,4,11362,134151
36159,2004,MI,2,2,5,16042,84103
36160,2004,MN,1,1,1,11745,628759
36161,2004,MN,1,1,2,7047,452946
36162,2004,MN,1,1,3,7047,543730
36163,2004,MN,1,1,4,7047,395525
36164,2004,MN,1,1,5,11745,252260
36165,2004,MN,1,2,1,11745,599188
36166,2004,MN,1,2,2,7047,433516
36167,2004,MN,1,2,3,7047,539355
36168,2004,MN,1,2,4,7047,400355
36169,2004,MN,1,2,5,11745,344300
36170,2004,MN,2,1,1,22005,105281
36171,2004,MN,2,1,2,12987,66365
36172,2004,MN,2,1,3,12420,49883
36173,2004,MN,2,1,4,10962,21394
36174,2004,MN,2,1,5,11448,7533
36175,2004,MN,2,2,1,21870,101305
36176,2004,MN,2,2,2,12501,67067
36177,2004,MN,2,2,3,11907,46732
36178,2004,MN,2,2,4,9963,22093
36179,2004,MN,2,2,5,11475,10126
36180,2004,MO,1,1,1,16675,670711
36181,2004,MO,1,1,2,10005,481260
36182,2004,MO,1,1,3,10005,548089
36183,2004,MO,1,1,4,10005,425205
36184,2004,MO,1,1,5,16675,295259
36185,2004,MO,1,2,1,16675,636188
36186,2004,MO,1,2,2,10005,474922
36187,2004,MO,1,2,3,10005,549477
36188,2004,MO,1,2,4,10005,447265
36189,2004,MO,1,2,5,16675,409214
36190,2004,MO,2,1,1,29551,143600
36191,2004,MO,2,1,2,17342,88441
36192,2004,MO,2,1,3,17864,80716
36193,2004,MO,2,1,4,16298,47557
36194,2004,MO,2,1,5,19546,24218
36195,2004,MO,2,2,1,29174,139805
36196,2004,MO,2,2,2,17371,96582
36197,2004,MO,2,2,3,17603,91572
36198,2004,MO,2,2,4,16211,58803
36199,2004,MO,2,2,5,21286,38857
36200,2004,MS,1,1,1,11480,235584
36201,2004,MS,1,1,2,6888,178524
36202,2004,MS,1,1,3,6888,195000
36203,2004,MS,1,1,4,6888,161668
36204,2004,MS,1,1,5,11480,109647
36205,2004,MS,1,2,1,11480,222083
36206,2004,MS,1,2,2,6888,171379
36207,2004,MS,1,2,3,6888,190788
36208,2004,MS,1,2,4,6888,168436
36209,2004,MS,1,2,5,11480,153843
36210,2004,MS,2,1,1,21000,199216
36211,2004,MS,2,1,2,13076,117326
36212,2004,MS,2,1,3,13300,102890
36213,2004,MS,2,1,4,12600,65785
36214,2004,MS,2,1,5,17164,33255
36215,2004,MS,2,2,1,21280,195647
36216,2004,MS,2,2,2,13076,132466
36217,2004,MS,2,2,3,13384,123618
36218,2004,MS,2,2,4,12936,77280
36219,2004,MS,2,2,5,18984,54575
36220,2004,MT,1,1,1,8400,113083
36221,2004,MT,1,1,2,5040,80273
36222,2004,MT,1,1,3,5040,92905
36223,2004,MT,1,1,4,5040,85834
36224,2004,MT,1,1,5,8400,55148
36225,2004,MT,1,2,1,8400,106476
36226,2004,MT,1,2,2,5040,75114
36227,2004,MT,1,2,3,5040,94483
36228,2004,MT,1,2,4,5040,82932
36229,2004,MT,1,2,5,8400,68169
36230,2004,MT,2,1,1,11550,16256
36231,2004,MT,2,1,2,6510,8538
36232,2004,MT,2,1,3,6180,7091
36233,2004,MT,2,1,4,5700,4199
36234,2004,MT,2,1,5,6060,1682
36235,2004,MT,2,2,1,11610,15471
36236,2004,MT,2,2,2,5850,8070
36237,2004,MT,2,2,3,6360,7493
36238,2004,MT,2,2,4,5430,4515
36239,2004,MT,2,2,5,6450,2277
36240,2004,NC,1,1,1,18500,828480
36241,2004,NC,1,1,2,11100,668258
36242,2004,NC,1,1,3,11100,723844
36243,2004,NC,1,1,4,11100,560661
36244,2004,NC,1,1,5,18500,358084
36245,2004,NC,1,2,1,18500,779625
36246,2004,NC,1,2,2,11100,628648
36247,2004,NC,1,2,3,11100,716378
36248,2004,NC,1,2,4,11100,592839
36249,2004,NC,1,2,5,18500,499089
36250,2004,NC,2,1,1,36038,365996
36251,2004,NC,2,1,2,22052,234487
36252,2004,NC,2,1,3,22089,227336
36253,2004,NC,2,1,4,21719,142800
36254,2004,NC,2,1,5,32264,67136
36255,2004,NC,2,2,1,36001,356616
36256,2004,NC,2,2,2,22015,258326
36257,2004,NC,2,2,3,21978,262717
36258,2004,NC,2,2,4,21867,169599
36259,2004,NC,2,2,5,33707,112233
36260,2004,ND,1,1,1,10070,79029
36261,2004,ND,1,1,2,6042,64468
36262,2004,ND,1,1,3,6042,64100
36263,2004,ND,1,1,4,6042,52562
36264,2004,ND,1,1,5,10070,39315
36265,2004,ND,1,2,1,10070,74513
36266,2004,ND,1,2,2,6042,57317
36267,2004,ND,1,2,3,6042,62414
36268,2004,ND,1,2,4,6042,50099
36269,2004,ND,1,2,5,10070,53135
36270,2004,ND,2,1,1,12464,10456
36271,2004,ND,2,1,2,7030,6704
36272,2004,ND,2,1,3,6726,4253
36273,2004,ND,2,1,4,4940,2048
36274,2004,ND,2,1,5,4826,762
36275,2004,ND,2,2,1,12388,9735
36276,2004,ND,2,2,2,6612,5962
36277,2004,ND,2,2,3,6270,4449
36278,2004,ND,2,2,4,5244,2287
36279,2004,ND,2,2,5,5966,1097
36280,2004,NE,1,1,1,14415,231480
36281,2004,NE,1,1,2,8649,163633
36282,2004,NE,1,1,3,8649,175178
36283,2004,NE,1,1,4,8649,134729
36284,2004,NE,1,1,5,14415,94375
36285,2004,NE,1,2,1,14415,220343
36286,2004,NE,1,2,2,8649,155966
36287,2004,NE,1,2,3,8649,173140
36288,2004,NE,1,2,4,8649,136548
36289,2004,NE,1,2,5,14415,130912
36290,2004,NE,2,1,1,17825,26487
36291,2004,NE,2,1,2,9858,17202
36292,2004,NE,2,1,3,9424,12715
36293,2004,NE,2,1,4,6975,6775
36294,2004,NE,2,1,5,6200,2812
36295,2004,NE,2,2,1,17949,25566
36296,2004,NE,2,2,2,9579,16638
36297,2004,NE,2,2,3,9176,13262
36298,2004,NE,2,2,4,7564,7578
36299,2004,NE,2,2,5,7905,4031
36300,2004,NH,1,1,1,1650,169896
36301,2004,NH,1,1,2,990,108071
36302,2004,NH,1,1,3,990,155393
36303,2004,NH,1,1,4,990,114356
36304,2004,NH,1,1,5,1650,65848
36305,2004,NH,1,2,1,1650,161629
36306,2004,NH,1,2,2,990,108506
36307,2004,NH,1,2,3,990,157520
36308,2004,NH,1,2,4,990,116063
36309,2004,NH,1,2,5,1650,88246
36310,2004,NH,2,1,1,3234,7712
36311,2004,NH,2,1,2,1980,6498
36312,2004,NH,2,1,3,1980,5264
36313,2004,NH,2,1,4,1980,2422
36314,2004,NH,2,1,5,2871,816
36315,2004,NH,2,2,1,3300,7616
36316,2004,NH,2,2,2,1980,5981
36317,2004,NH,2,2,3,1980,4827
36318,2004,NH,2,2,4,1914,2498
36319,2004,NH,2,2,5,2772,959
36320,2004,NJ,1,1,1,3570,886219
36321,2004,NJ,1,1,2,2142,601534
36322,2004,NJ,1,1,3,2142,798707
36323,2004,NJ,1,1,4,2142,574768
36324,2004,NJ,1,1,5,3570,395844
36325,2004,NJ,1,2,1,3570,837518
36326,2004,NJ,1,2,2,2142,575709
36327,2004,NJ,1,2,3,2142,811622
36328,2004,NJ,1,2,4,2142,614567
36329,2004,NJ,1,2,5,3570,574215
36330,2004,NJ,2,1,1,7140,311763
36331,2004,NJ,2,1,2,4284,220564
36332,2004,NJ,2,1,3,4284,221675
36333,2004,NJ,2,1,4,4284,126363
36334,2004,NJ,2,1,5,7140,60160
36335,2004,NJ,2,2,1,7140,301400
36336,2004,NJ,2,2,2,4284,233551
36337,2004,NJ,2,2,3,4284,247524
36338,2004,NJ,2,2,4,4284,151777
36339,2004,NJ,2,2,5,7140,89081
36340,2004,NM,1,1,1,5775,232939
36341,2004,NM,1,1,2,3465,160257
36342,2004,NM,1,1,3,3465,171972
36343,2004,NM,1,1,4,3465,142506
36344,2004,NM,1,1,5,5775,94684
36345,2004,NM,1,2,1,5775,222817
36346,2004,NM,1,2,2,3465,154939
36347,2004,NM,1,2,3,3465,176690
36348,2004,NM,1,2,4,3465,150809
36349,2004,NM,1,2,5,5775,117897
36350,2004,NM,2,1,1,10360,52965
36351,2004,NM,2,1,2,6475,33122
36352,2004,NM,2,1,3,6440,27573
36353,2004,NM,2,1,4,6230,15633
36354,2004,NM,2,1,5,8610,7419
36355,2004,NM,2,2,1,10500,51992
36356,2004,NM,2,2,2,6370,32086
36357,2004,NM,2,2,3,6160,29537
36358,2004,NM,2,2,4,5950,17575
36359,2004,NM,2,2,5,8505,10396
36360,2004,NV,1,1,1,2720,268780
36361,2004,NV,1,1,2,1632,211544
36362,2004,NV,1,1,3,1632,228822
36363,2004,NV,1,1,4,1632,176384
36364,2004,NV,1,1,5,2720,110437
36365,2004,NV,1,2,1,2720,253323
36366,2004,NV,1,2,2,1632,194784
36367,2004,NV,1,2,3,1632,208461
36368,2004,NV,1,2,4,1632,172804
36369,2004,NV,1,2,5,2720,122575
36370,2004,NV,2,1,1,4704,64003
36371,2004,NV,2,1,2,2976,45431
36372,2004,NV,2,1,3,2976,44058
36373,2004,NV,2,1,4,2848,26494
36374,2004,NV,2,1,5,3904,13683
36375,2004,NV,2,2,1,4704,61074
36376,2004,NV,2,2,2,2752,47046
36377,2004,NV,2,2,3,2720,46869
36378,2004,NV,2,2,4,2816,32623
36379,2004,NV,2,2,5,3680,17027
36380,2004,NY,1,1,1,11160,1856717
36381,2004,NY,1,1,2,6696,1397589
36382,2004,NY,1,1,3,6696,1619900
36383,2004,NY,1,1,4,6696,1208800
36384,2004,NY,1,1,5,11160,846612
36385,2004,NY,1,2,1,11160,1760166
36386,2004,NY,1,2,2,6696,1371538
36387,2004,NY,1,2,3,6696,1633779
36388,2004,NY,1,2,4,6696,1305228
36389,2004,NY,1,2,5,11160,1222462
36390,2004,NY,2,1,1,22032,758908
36391,2004,NY,2,1,2,13248,553647
36392,2004,NY,2,1,3,13392,532094
36393,2004,NY,2,1,4,13356,322412
36394,2004,NY,2,1,5,20592,161361
36395,2004,NY,2,2,1,22032,734878
36396,2004,NY,2,2,2,13392,613114
36397,2004,NY,2,2,3,13248,613441
36398,2004,NY,2,2,4,13284,401132
36399,2004,NY,2,2,5,21024,257789
36400,2004,OH,1,1,1,17160,1327183
36401,2004,OH,1,1,2,10296,933877
36402,2004,OH,1,1,3,10296,1106353
36403,2004,OH,1,1,4,10296,857199
36404,2004,OH,1,1,5,17160,569349
36405,2004,OH,1,2,1,17160,1262629
36406,2004,OH,1,2,2,10296,925298
36407,2004,OH,1,2,3,10296,1118305
36408,2004,OH,1,2,4,10296,899637
36409,2004,OH,1,2,5,17160,810850
36410,2004,OH,2,1,1,33579,289668
36411,2004,OH,2,1,2,20358,173607
36412,2004,OH,2,1,3,20241,162741
36413,2004,OH,2,1,4,20397,101356
36414,2004,OH,2,1,5,28665,56507
36415,2004,OH,2,2,1,33579,280671
36416,2004,OH,2,2,2,20319,187240
36417,2004,OH,2,2,3,20241,182896
36418,2004,OH,2,2,4,19812,121299
36419,2004,OH,2,2,5,29718,85586
36420,2004,OK,1,1,1,15400,376845
36421,2004,OK,1,1,2,9240,291867
36422,2004,OK,1,1,3,9240,304471
36423,2004,OK,1,1,4,9240,249281
36424,2004,OK,1,1,5,15400,176662
36425,2004,OK,1,2,1,15400,355400
36426,2004,OK,1,2,2,9240,275507
36427,2004,OK,1,2,3,9240,302657
36428,2004,OK,1,2,4,9240,261702
36429,2004,OK,1,2,5,15400,238991
36430,2004,OK,2,1,1,29560,131629
36431,2004,OK,2,1,2,17840,81994
36432,2004,OK,2,1,3,17880,66825
36433,2004,OK,2,1,4,17280,41650
36434,2004,OK,2,1,5,25560,19338
36435,2004,OK,2,2,1,29480,126217
36436,2004,OK,2,2,2,17480,79293
36437,2004,OK,2,2,3,17320,70440
36438,2004,OK,2,2,4,16720,46362
36439,2004,OK,2,2,5,26440,28102
36440,2004,OR,1,1,1,7380,435912
36441,2004,OR,1,1,2,4428,335305
36442,2004,OR,1,1,3,4428,357013
36443,2004,OR,1,1,4,4428,306244
36444,2004,OR,1,1,5,7380,192297
36445,2004,OR,1,2,1,7380,413458
36446,2004,OR,1,2,2,4428,319019
36447,2004,OR,1,2,3,4428,356163
36448,2004,OR,1,2,4,4428,314662
36449,2004,OR,1,2,5,7380,251865
36450,2004,OR,2,1,1,13612,48904
36451,2004,OR,2,1,2,7913,37633
36452,2004,OR,2,1,3,8241,30999
36453,2004,OR,2,1,4,7708,17421
36454,2004,OR,2,1,5,10865,7358
36455,2004,OR,2,2,1,13571,47606
36456,2004,OR,2,2,2,7626,37150
36457,2004,OR,2,2,3,7626,31578
36458,2004,OR,2,2,4,7585,18942
36459,2004,OR,2,2,5,10578,9934
36460,2004,PA,1,1,1,14070,1362213
36461,2004,PA,1,1,2,8442,959715
36462,2004,PA,1,1,3,8442,1209161
36463,2004,PA,1,1,4,8442,961736
36464,2004,PA,1,1,5,14070,713187
36465,2004,PA,1,2,1,14070,1297129
36466,2004,PA,1,2,2,8442,942535
36467,2004,PA,1,2,3,8442,1225845
36468,2004,PA,1,2,4,8442,1006127
36469,2004,PA,1,2,5,14070,1030806
36470,2004,PA,2,1,1,27510,293073
36471,2004,PA,2,1,2,16590,188002
36472,2004,PA,2,1,3,16590,172212
36473,2004,PA,2,1,4,16296,104706
36474,2004,PA,2,1,5,22512,55968
36475,2004,PA,2,2,1,27174,283021
36476,2004,PA,2,2,2,16590,197428
36477,2004,PA,2,2,3,16464,192058
36478,2004,PA,2,2,4,16212,125622
36479,2004,PA,2,2,5,23394,90178
36480,2004,RI,1,1,1,1100,123061
36481,2004,RI,1,1,2,660,90631
36482,2004,RI,1,1,3,660,109015
36483,2004,RI,1,1,4,660,81397
36484,2004,RI,1,1,5,1100,57039
36485,2004,RI,1,2,1,1100,117422
36486,2004,RI,1,2,2,660,92191
36487,2004,RI,1,2,3,660,114415
36488,2004,RI,1,2,4,660,86968
36489,2004,RI,1,2,5,1100,86239
36490,2004,RI,2,1,1,2200,21609
36491,2004,RI,2,1,2,1320,15027
36492,2004,RI,2,1,3,1320,11821
36493,2004,RI,2,1,4,1320,5988
36494,2004,RI,2,1,5,2200,2616
36495,2004,RI,2,2,1,2200,21208
36496,2004,RI,2,2,2,1320,15495
36497,2004,RI,2,2,3,1320,12271
36498,2004,RI,2,2,4,1320,6357
36499,2004,RI,2,2,5,2200,3809
36500,2004,SC,1,1,1,10350,371561
36501,2004,SC,1,1,2,6210,295630
36502,2004,SC,1,1,3,6210,320830
36503,2004,SC,1,1,4,6210,268243
36504,2004,SC,1,1,5,10350,173038
36505,2004,SC,1,2,1,10350,350055
36506,2004,SC,1,2,2,6210,280629
36507,2004,SC,1,2,3,6210,318786
36508,2004,SC,1,2,4,6210,282011
36509,2004,SC,1,2,5,10350,233928
36510,2004,SC,2,1,1,20295,220901
36511,2004,SC,2,1,2,12330,136080
36512,2004,SC,2,1,3,12285,130515
36513,2004,SC,2,1,4,12240,89159
36514,2004,SC,2,1,5,17730,42659
36515,2004,SC,2,2,1,20250,215869
36516,2004,SC,2,2,2,12330,149872
36517,2004,SC,2,2,3,12420,153789
36518,2004,SC,2,2,4,12375,107458
36519,2004,SC,2,2,5,18765,69908
36520,2004,SD,1,1,1,15180,94050
36521,2004,SD,1,1,2,9108,67217
36522,2004,SD,1,1,3,9108,74496
36523,2004,SD,1,1,4,9108,60462
36524,2004,SD,1,1,5,15180,44799
36525,2004,SD,1,2,1,15180,88772
36526,2004,SD,1,2,2,9108,63332
36527,2004,SD,1,2,3,9108,73248
36528,2004,SD,1,2,4,9108,58759
36529,2004,SD,1,2,5,15180,60305
36530,2004,SD,2,1,1,21298,19978
36531,2004,SD,2,1,2,10764,9952
36532,2004,SD,2,1,3,11316,7600
36533,2004,SD,2,1,4,9292,3645
36534,2004,SD,2,1,5,10028,1520
36535,2004,SD,2,2,1,20286,19329
36536,2004,SD,2,2,2,10626,9417
36537,2004,SD,2,2,3,10948,7278
36538,2004,SD,2,2,4,8878,4107
36539,2004,SD,2,2,5,11040,2130
36540,2004,TN,1,1,1,22325,623471
36541,2004,TN,1,1,2,13395,485268
36542,2004,TN,1,1,3,13395,537249
36543,2004,TN,1,1,4,13395,437275
36544,2004,TN,1,1,5,22325,272930
36545,2004,TN,1,2,1,22325,589056
36546,2004,TN,1,2,2,13395,471978
36547,2004,TN,1,2,3,13395,542066
36548,2004,TN,1,2,4,13395,457506
36549,2004,TN,1,2,5,22325,382363
36550,2004,TN,2,1,1,40937,193245
36551,2004,TN,2,1,2,25286,123284
36552,2004,TN,2,1,3,25427,111692
36553,2004,TN,2,1,4,25380,67951
36554,2004,TN,2,1,5,32665,30513
36555,2004,TN,2,2,1,40749,188591
36556,2004,TN,2,2,2,24910,134040
36557,2004,TN,2,2,3,24957,130712
36558,2004,TN,2,2,4,24346,80740
36559,2004,TN,2,2,5,35062,50879
36560,2004,TX,1,1,1,60864,2910717
36561,2004,TX,1,1,2,36576,2103375
36562,2004,TX,1,1,3,36576,2058385
36563,2004,TX,1,1,4,36576,1409932
36564,2004,TX,1,1,5,60816,840675
36565,2004,TX,1,2,1,60912,2762216
36566,2004,TX,1,2,2,36480,1996301
36567,2004,TX,1,2,3,36576,2030474
36568,2004,TX,1,2,4,36576,1465061
36569,2004,TX,1,2,5,60768,1128718
36570,2004,TX,2,1,1,107328,622602
36571,2004,TX,2,1,2,65760,439619
36572,2004,TX,2,1,3,65952,408085
36573,2004,TX,2,1,4,63984,225945
36574,2004,TX,2,1,5,82224,96286
36575,2004,TX,2,2,1,106464,598263
36576,2004,TX,2,2,2,64512,458884
36577,2004,TX,2,2,3,65616,438758
36578,2004,TX,2,2,4,62160,256221
36579,2004,TX,2,2,5,89568,143506
36580,2004,UT,1,1,1,7105,400927
36581,2004,UT,1,1,2,4263,291209
36582,2004,UT,1,1,3,4263,210164
36583,2004,UT,1,1,4,4263,144004
36584,2004,UT,1,1,5,7105,88991
36585,2004,UT,1,2,1,7105,384078
36586,2004,UT,1,2,2,4263,279698
36587,2004,UT,1,2,3,4263,206337
36588,2004,UT,1,2,4,4263,147711
36589,2004,UT,1,2,5,7105,111017
36590,2004,UT,2,1,1,11809,27587
36591,2004,UT,2,1,2,7252,19938
36592,2004,UT,2,1,3,6762,13156
36593,2004,UT,2,1,4,5880,6290
36594,2004,UT,2,1,5,5929,2565
36595,2004,UT,2,2,1,12103,26622
36596,2004,UT,2,2,2,6321,18423
36597,2004,UT,2,2,3,6468,12830
36598,2004,UT,2,2,4,5488,6750
36599,2004,UT,2,2,5,6762,3283
36600,2004,VA,1,1,1,33915,725889
36601,2004,VA,1,1,2,20349,569772
36602,2004,VA,1,1,3,20349,651684
36603,2004,VA,1,1,4,20349,503087
36604,2004,VA,1,1,5,33915,290969
36605,2004,VA,1,2,1,33915,689090
36606,2004,VA,1,2,2,20349,543127
36607,2004,VA,1,2,3,20349,656687
36608,2004,VA,1,2,4,20349,521622
36609,2004,VA,1,2,5,33915,398078
36610,2004,VA,2,1,1,63138,305368
36611,2004,VA,2,1,2,39270,215515
36612,2004,VA,2,1,3,39525,212194
36613,2004,VA,2,1,4,38913,125530
36614,2004,VA,2,1,5,54468,61257
36615,2004,VA,2,2,1,63444,297974
36616,2004,VA,2,2,2,39117,225300
36617,2004,VA,2,2,3,40137,241219
36618,2004,VA,2,2,4,39372,148006
36619,2004,VA,2,2,5,59160,93207
36620,2004,VT,1,1,1,3500,80390
36621,2004,VT,1,1,2,2100,53980
36622,2004,VT,1,1,3,2100,69914
36623,2004,VT,1,1,4,2100,58621
36624,2004,VT,1,1,5,3500,33937
36625,2004,VT,1,2,1,3500,75732
36626,2004,VT,1,2,2,2100,53116
36627,2004,VT,1,2,3,2100,72770
36628,2004,VT,1,2,4,2100,59808
36629,2004,VT,1,2,5,3500,45628
36630,2004,VT,2,1,1,6450,3050
36631,2004,VT,2,1,2,4000,2162
36632,2004,VT,2,1,3,4050,1582
36633,2004,VT,2,1,4,4000,869
36634,2004,VT,2,1,5,4900,335
36635,2004,VT,2,2,1,6700,3042
36636,2004,VT,2,2,2,3900,2051
36637,2004,VT,2,2,3,3950,1676
36638,2004,VT,2,2,4,3850,898
36639,2004,VT,2,2,5,4500,359
36640,2004,WA,1,1,1,10335,728796
36641,2004,WA,1,1,2,6201,543094
36642,2004,WA,1,1,3,6201,622089
36643,2004,WA,1,1,4,6201,481847
36644,2004,WA,1,1,5,10335,280735
36645,2004,WA,1,2,1,10335,689483
36646,2004,WA,1,2,2,6201,522189
36647,2004,WA,1,2,3,6201,612845
36648,2004,WA,1,2,4,6201,488763
36649,2004,WA,1,2,5,10335,365093
36650,2004,WA,2,1,1,19716,141400
36651,2004,WA,2,1,2,11448,106424
36652,2004,WA,2,1,3,11872,92362
36653,2004,WA,2,1,4,11342,52066
36654,2004,WA,2,1,5,16165,22017
36655,2004,WA,2,2,1,19981,135951
36656,2004,WA,2,2,2,11501,106592
36657,2004,WA,2,2,3,11554,97661
36658,2004,WA,2,2,4,10865,58076
36659,2004,WA,2,2,5,16006,31162
36660,2004,WI,1,1,1,19800,669437
36661,2004,WI,1,1,2,11880,485356
36662,2004,WI,1,1,3,11880,586159
36663,2004,WI,1,1,4,11880,439016
36664,2004,WI,1,1,5,19800,292554
36665,2004,WI,1,2,1,19745,636441
36666,2004,WI,1,2,2,11880,461463
36667,2004,WI,1,2,3,11880,576555
36668,2004,WI,1,2,4,11880,439648
36669,2004,WI,1,2,5,19800,399942
36670,2004,WI,2,1,1,38005,110862
36671,2004,WI,2,1,2,22605,62926
36672,2004,WI,2,1,3,22660,49147
36673,2004,WI,2,1,4,20075,25431
36674,2004,WI,2,1,5,23485,10460
